cuidType,cuid,transactionId,transactionSource,transactionDatetime,value,currency,productId,quantity,itemPrice
id,5,TR-ID-900020,Offline,2026-01-10T15:40:44Z,70.0,USD,12297908,1,70.0
id,9,TR-ID-900021,Offline,2025-08-15T11:33:34Z,145.0,USD,0400024786788,1,145.0
id,28,TR-ID-900022,Offline,2026-03-18T12:15:26Z,701.75,USD,0400023846003,1,581.75
id,28,TR-ID-900022,Offline,2026-03-18T12:15:26Z,701.75,USD,0400026529975,1,120.0
id,3,TR-ID-900023,Offline,2026-03-21T23:42:13Z,119.0,USD,22533529,1,119.0
id,28,TR-ID-900024,Offline,2026-02-12T11:53:59Z,647.0,USD,0400021724256,1,297.0
id,28,TR-ID-900024,Offline,2026-02-12T11:53:59Z,647.0,USD,18774714,1,350.0
id,18,TR-ID-900025,Offline,2025-09-27T16:19:57Z,595.0,USD,0400026969998,1,595.0
id,29,TR-ID-900026,Offline,2026-03-17T01:16:09Z,366.5,USD,22300750,1,90.0
id,29,TR-ID-900026,Offline,2026-03-17T01:16:09Z,366.5,USD,0400023070337,1,276.5
id,3,TR-ID-900027,Offline,2026-04-17T01:02:52Z,2240.0,USD,0400026421432,1,495.0
id,3,TR-ID-900027,Offline,2026-04-17T01:02:52Z,2240.0,USD,0400025067150,1,325.0
id,3,TR-ID-900027,Offline,2026-04-17T01:02:52Z,2240.0,USD,0400025932043,1,1420.0
id,25,TR-ID-900028,Offline,2026-01-08T15:12:01Z,1975.0,USD,0400026430189,1,1280.0
id,25,TR-ID-900028,Offline,2026-01-08T15:12:01Z,1975.0,USD,26309361,1,695.0
id,30,TR-ID-900029,Offline,2026-06-27T10:30:56Z,2845.0,USD,0400022839006,1,950.0
id,30,TR-ID-900029,Offline,2026-06-27T10:30:56Z,2845.0,USD,0400023044184,1,1895.0
id,13,TR-ID-900030,Offline,2026-02-06T04:48:25Z,277.5,USD,0400026017148,1,277.5
id,2,TR-ID-900031,Offline,2026-02-08T17:59:49Z,2909.0,USD,0400026519199,1,1095.0
id,2,TR-ID-900031,Offline,2026-02-08T17:59:49Z,2909.0,USD,0400023080712,1,564.0
id,2,TR-ID-900031,Offline,2026-02-08T17:59:49Z,2909.0,USD,0400025564126,1,1250.0
id,28,TR-ID-900032,Offline,2026-02-11T05:09:00Z,2870.0,USD,0400024702720,1,2700.0
id,28,TR-ID-900032,Offline,2026-02-11T05:09:00Z,2870.0,USD,26298960,1,170.0
id,17,TR-ID-900033,Offline,2026-01-21T05:27:10Z,1410.0,USD,0400022163341,1,515.0
id,17,TR-ID-900033,Offline,2026-01-21T05:27:10Z,1410.0,USD,0400026357490,1,895.0
id,29,TR-ID-900034,Offline,2026-06-09T14:35:29Z,173.6,USD,0400026430074,1,173.6
id,7,TR-ID-900035,Offline,2026-03-16T23:55:48Z,2105.39,USD,26629928,1,750.0
id,7,TR-ID-900035,Offline,2026-03-16T23:55:48Z,2105.39,USD,0400026670196,1,1290.0
id,7,TR-ID-900035,Offline,2026-03-16T23:55:48Z,2105.39,USD,0400022443329,1,65.39
id,3,TR-ID-900036,Offline,2025-08-10T08:39:03Z,8295.0,USD,0400026428714,1,625.0
id,3,TR-ID-900036,Offline,2025-08-10T08:39:03Z,8295.0,USD,0400025665712,1,7000.0
id,3,TR-ID-900036,Offline,2025-08-10T08:39:03Z,8295.0,USD,0400026272324,1,670.0
id,10,TR-ID-900037,Offline,2026-03-19T13:34:23Z,5370.0,USD,0400009943983,1,945.0
id,10,TR-ID-900037,Offline,2026-03-19T13:34:23Z,5370.0,USD,0400026873768,1,675.0
id,10,TR-ID-900037,Offline,2026-03-19T13:34:23Z,5370.0,USD,26744684,1,3750.0
id,17,TR-ID-900038,Offline,2026-03-09T14:41:56Z,1087.0,USD,0400025942207,1,414.0
id,17,TR-ID-900038,Offline,2026-03-09T14:41:56Z,1087.0,USD,0400022649601,1,298.0
id,17,TR-ID-900038,Offline,2026-03-09T14:41:56Z,1087.0,USD,0400026536008,1,375.0
id,2,TR-ID-900039,Offline,2025-11-03T23:08:50Z,441.0,USD,0400026393773,1,298.0
id,2,TR-ID-900039,Offline,2025-11-03T23:08:50Z,441.0,USD,0400021954141,1,143.0
id,27,TR-ID-900040,Offline,2026-04-07T08:34:08Z,723.0,USD,0400026626521,1,298.0
id,27,TR-ID-900040,Offline,2026-04-07T08:34:08Z,723.0,USD,0400026076183,1,425.0
id,14,TR-ID-900041,Offline,2025-11-07T18:20:46Z,159.0,USD,13165430,1,159.0
id,5,TR-ID-900042,Offline,2025-07-20T13:00:03Z,5145.0,USD,0400024507389,1,4200.0
id,5,TR-ID-900042,Offline,2025-07-20T13:00:03Z,5145.0,USD,0400024806949,1,945.0
id,13,TR-ID-900043,Offline,2025-07-30T01:02:45Z,2828.0,USD,26002261,1,128.0
id,13,TR-ID-900043,Offline,2025-07-30T01:02:45Z,2828.0,USD,0400026423420,1,1110.0
id,13,TR-ID-900043,Offline,2025-07-30T01:02:45Z,2828.0,USD,0400026011514,1,1590.0
id,13,TR-ID-900044,Offline,2026-01-04T19:25:45Z,740.0,USD,21580416,1,245.0
id,13,TR-ID-900044,Offline,2026-01-04T19:25:45Z,740.0,USD,26844106,1,495.0
id,11,TR-ID-900045,Offline,2026-05-17T01:43:27Z,1250.0,USD,19757657,1,730.0
id,11,TR-ID-900045,Offline,2026-05-17T01:43:27Z,1250.0,USD,19598533,1,520.0
id,15,TR-ID-900046,Offline,2025-07-21T10:00:40Z,1425.0,USD,26312504,1,1195.0
id,15,TR-ID-900046,Offline,2025-07-21T10:00:40Z,1425.0,USD,13466324,1,230.0
id,9,TR-ID-900047,Offline,2025-10-09T00:31:29Z,1147.0,USD,19364184,1,190.0
id,9,TR-ID-900047,Offline,2025-10-09T00:31:29Z,1147.0,USD,0400023085171,1,357.0
id,9,TR-ID-900047,Offline,2025-10-09T00:31:29Z,1147.0,USD,0400026379373,1,600.0
id,25,TR-ID-900048,Offline,2026-01-21T07:59:44Z,695.0,USD,0400023002573,1,695.0
id,20,TR-ID-900049,Offline,2026-03-19T00:55:31Z,363.0,USD,21526147,1,363.0
id,22,TR-ID-900050,Offline,2026-06-27T04:50:56Z,1073.75,USD,26718983,1,570.0
id,22,TR-ID-900050,Offline,2026-06-27T04:50:56Z,1073.75,USD,0400026188384,1,320.0
id,22,TR-ID-900050,Offline,2026-06-27T04:50:56Z,1073.75,USD,0400026354162,1,183.75
id,25,TR-ID-900051,Offline,2025-12-16T12:33:57Z,365.0,USD,20146883,1,140.0
id,25,TR-ID-900051,Offline,2025-12-16T12:33:57Z,365.0,USD,24668201,1,225.0
id,28,TR-ID-900052,Offline,2025-08-30T05:58:50Z,2115.0,USD,0400016045463,1,125.0
id,28,TR-ID-900052,Offline,2025-08-30T05:58:50Z,2115.0,USD,0400026316091,1,1990.0
id,28,TR-ID-900053,Offline,2026-06-07T12:34:28Z,1137.94,USD,22114476,1,62.39
id,28,TR-ID-900053,Offline,2026-06-07T12:34:28Z,1137.94,USD,0400019446613,1,80.55
id,28,TR-ID-900053,Offline,2026-06-07T12:34:28Z,1137.94,USD,21594326,1,995.0
id,5,TR-ID-900054,Offline,2026-06-18T00:06:32Z,670.0,USD,24656567,1,220.0
id,5,TR-ID-900054,Offline,2026-06-18T00:06:32Z,670.0,USD,0400026560152,1,450.0
id,1,TR-ID-900055,Offline,2025-08-27T10:06:32Z,990.0,USD,0400017191463,1,990.0
id,20,TR-ID-900056,Offline,2026-05-04T16:00:57Z,10467.6,USD,26785455,1,8500.0
id,20,TR-ID-900056,Offline,2026-05-04T16:00:57Z,10467.6,USD,0400022953630,1,1250.0
id,20,TR-ID-900056,Offline,2026-05-04T16:00:57Z,10467.6,USD,18504139,1,717.6
id,23,TR-ID-900057,Offline,2025-09-21T06:34:20Z,215.0,USD,24660162,1,215.0
id,8,TR-ID-900058,Offline,2025-10-29T11:18:26Z,1374.0,USD,0400023035911,1,89.0
id,8,TR-ID-900058,Offline,2025-10-29T11:18:26Z,1374.0,USD,0400026277074,1,850.0
id,8,TR-ID-900058,Offline,2025-10-29T11:18:26Z,1374.0,USD,0400022867455,1,435.0
id,23,TR-ID-900059,Offline,2025-12-16T16:47:22Z,3200.0,USD,19580408,1,107.0
id,23,TR-ID-900059,Offline,2025-12-16T16:47:22Z,3200.0,USD,0400026261659,1,2595.0
id,23,TR-ID-900059,Offline,2025-12-16T16:47:22Z,3200.0,USD,0400022661070,1,498.0
id,23,TR-ID-900060,Offline,2025-07-27T08:18:31Z,39.0,USD,95901592,1,39.0
id,22,TR-ID-900061,Offline,2026-01-06T01:16:16Z,1075.0,USD,26698101,1,650.0
id,22,TR-ID-900061,Offline,2026-01-06T01:16:16Z,1075.0,USD,0400026076183,1,425.0
id,1,TR-ID-900062,Offline,2026-02-09T19:30:55Z,328.0,USD,0400026487552,1,328.0
id,25,TR-ID-900063,Offline,2026-06-03T00:36:02Z,758.5,USD,0400026003749,1,108.5
id,25,TR-ID-900063,Offline,2026-06-03T00:36:02Z,758.5,USD,0400023000011,1,650.0
id,8,TR-ID-900064,Offline,2025-11-10T08:11:09Z,565.0,USD,92641746,1,565.0
id,4,TR-ID-900065,Offline,2026-05-02T07:42:47Z,964.5,USD,0400026217635,1,812.5
id,4,TR-ID-900065,Offline,2026-05-02T07:42:47Z,964.5,USD,18289333,1,44.0
id,4,TR-ID-900065,Offline,2026-05-02T07:42:47Z,964.5,USD,26583099,1,108.0
id,22,TR-ID-900066,Offline,2025-09-22T23:14:39Z,2134.5,USD,22638138,1,135.0
id,22,TR-ID-900066,Offline,2025-09-22T23:14:39Z,2134.5,USD,26720882,1,1950.0
id,22,TR-ID-900066,Offline,2025-09-22T23:14:39Z,2134.5,USD,0400026496498,1,49.5
id,10,TR-ID-900067,Offline,2025-07-27T10:39:41Z,851.99,USD,0400022779029,1,777.0
id,10,TR-ID-900067,Offline,2025-07-27T10:39:41Z,851.99,USD,0400022660622,1,74.99
id,5,TR-ID-900068,Offline,2026-05-23T23:38:32Z,2500.0,USD,25927338,1,710.0
id,5,TR-ID-900068,Offline,2026-05-23T23:38:32Z,2500.0,USD,0400025593168,1,1790.0
id,6,TR-ID-900069,Offline,2025-11-04T03:57:54Z,2095.0,USD,0400026428221,1,1695.0
id,6,TR-ID-900069,Offline,2025-11-04T03:57:54Z,2095.0,USD,0400022896379,1,400.0
id,30,TR-ID-900070,Offline,2025-12-01T04:32:22Z,2297.2,USD,0400024845082,1,159.2
id,30,TR-ID-900070,Offline,2025-12-01T04:32:22Z,2297.2,USD,0400026041468,1,1990.0
id,30,TR-ID-900070,Offline,2025-12-01T04:32:22Z,2297.2,USD,0400026416726,1,148.0
id,7,TR-ID-900071,Offline,2025-10-31T13:43:57Z,5835.0,USD,19897136,1,160.0
id,7,TR-ID-900071,Offline,2025-10-31T13:43:57Z,5835.0,USD,13289768,1,5675.0
id,11,TR-ID-900072,Offline,2026-04-15T10:30:20Z,3068.5,USD,0400026086601,1,1200.0
id,11,TR-ID-900072,Offline,2026-04-15T10:30:20Z,3068.5,USD,0400026566920,1,148.5
id,11,TR-ID-900072,Offline,2026-04-15T10:30:20Z,3068.5,USD,0400026210872,1,1720.0
id,12,TR-ID-900073,Offline,2026-01-06T16:25:48Z,438.0,USD,1202894,1,330.0
id,12,TR-ID-900073,Offline,2026-01-06T16:25:48Z,438.0,USD,22699579,1,108.0
id,25,TR-ID-900074,Offline,2025-11-22T05:11:59Z,350.0,USD,26756162,1,350.0
id,19,TR-ID-900075,Offline,2026-06-08T22:23:36Z,100.0,USD,26873718,1,100.0
id,20,TR-ID-900076,Offline,2025-10-04T00:12:28Z,3180.0,USD,0400026705115,1,1190.0
id,20,TR-ID-900076,Offline,2025-10-04T00:12:28Z,3180.0,USD,0400026178489,1,995.0
id,20,TR-ID-900076,Offline,2025-10-04T00:12:28Z,3180.0,USD,0400023266947,1,995.0
id,27,TR-ID-900077,Offline,2026-06-22T13:04:32Z,1337.5,USD,0400026079746,1,1120.0
id,27,TR-ID-900077,Offline,2026-06-22T13:04:32Z,1337.5,USD,23049992,1,217.5
id,8,TR-ID-900078,Offline,2026-05-08T19:31:21Z,990.0,USD,14646927,1,500.0
id,8,TR-ID-900078,Offline,2026-05-08T19:31:21Z,990.0,USD,0400026452010,1,295.0
id,8,TR-ID-900078,Offline,2026-05-08T19:31:21Z,990.0,USD,0400026520739,1,195.0
id,30,TR-ID-900079,Offline,2026-02-13T01:21:33Z,73.5,USD,26625933,1,73.5
id,11,TR-ID-900080,Offline,2025-10-28T14:20:43Z,315.0,USD,17749612,1,315.0
id,24,TR-ID-900081,Offline,2026-07-08T11:15:33Z,1733.0,USD,14423957,1,48.0
id,24,TR-ID-900081,Offline,2026-07-08T11:15:33Z,1733.0,USD,0400026440457,1,395.0
id,24,TR-ID-900081,Offline,2026-07-08T11:15:33Z,1733.0,USD,0400026720370,1,1290.0
id,9,TR-ID-900082,Offline,2026-04-07T17:37:40Z,171.74,USD,0400022874281,1,83.99
id,9,TR-ID-900082,Offline,2026-04-07T17:37:40Z,171.74,USD,0400026217616,1,87.75
id,19,TR-ID-900083,Offline,2025-10-29T03:19:05Z,1748.6,USD,0400010723681,1,470.0
id,19,TR-ID-900083,Offline,2025-10-29T03:19:05Z,1748.6,USD,0400026207051,1,1035.0
id,19,TR-ID-900083,Offline,2025-10-29T03:19:05Z,1748.6,USD,0400026373855,1,243.6
id,29,TR-ID-900084,Offline,2026-02-07T15:44:00Z,2100.0,USD,0400026331559,1,350.0
id,29,TR-ID-900084,Offline,2026-02-07T15:44:00Z,2100.0,USD,23264808,1,1750.0
id,8,TR-ID-900085,Offline,2025-12-04T05:26:16Z,3717.0,USD,0400019432633,1,99.0
id,8,TR-ID-900085,Offline,2025-12-04T05:26:16Z,3717.0,USD,0446920233751,1,68.0
id,8,TR-ID-900085,Offline,2025-12-04T05:26:16Z,3717.0,USD,26838411,1,3550.0
id,13,TR-ID-900086,Offline,2026-03-27T06:19:44Z,1796.25,USD,0400013639937,1,595.0
id,13,TR-ID-900086,Offline,2026-03-27T06:19:44Z,1796.25,USD,0400026189134,1,890.0
id,13,TR-ID-900086,Offline,2026-03-27T06:19:44Z,1796.25,USD,0400022225823,1,311.25
id,25,TR-ID-900087,Offline,2026-04-09T02:47:52Z,800.0,USD,0400024507524,1,800.0
id,10,TR-ID-900088,Offline,2025-10-13T06:16:48Z,375.0,USD,0400023071619,1,375.0
id,2,TR-ID-900089,Offline,2025-10-09T07:27:07Z,681.5,USD,0400026590426,1,118.5
id,2,TR-ID-900089,Offline,2025-10-09T07:27:07Z,681.5,USD,0400014632959,1,248.0
id,2,TR-ID-900089,Offline,2025-10-09T07:27:07Z,681.5,USD,0400017864601,1,315.0
id,26,TR-ID-900090,Offline,2025-09-25T16:55:15Z,793.6,USD,19719782,1,180.0
id,26,TR-ID-900090,Offline,2025-09-25T16:55:15Z,793.6,USD,0400022883493,1,475.0
id,26,TR-ID-900090,Offline,2025-09-25T16:55:15Z,793.6,USD,0400026363372,1,138.6
id,4,TR-ID-900091,Offline,2026-03-30T18:05:37Z,1377.0,USD,14633893,1,32.0
id,4,TR-ID-900091,Offline,2026-03-30T18:05:37Z,1377.0,USD,26698520,1,395.0
id,4,TR-ID-900091,Offline,2026-03-30T18:05:37Z,1377.0,USD,0400026842765,1,950.0
id,27,TR-ID-900092,Offline,2025-11-22T05:02:26Z,1023.0,USD,0400018350561,1,825.0
id,27,TR-ID-900092,Offline,2025-11-22T05:02:26Z,1023.0,USD,0400018291557,1,198.0
id,21,TR-ID-900093,Offline,2026-01-19T10:07:24Z,542.0,USD,24701607,1,144.0
id,21,TR-ID-900093,Offline,2026-01-19T10:07:24Z,542.0,USD,0400026511206,1,398.0
id,20,TR-ID-900094,Offline,2025-11-09T22:32:45Z,14673.0,USD,25570520,1,14250.0
id,20,TR-ID-900094,Offline,2025-11-09T22:32:45Z,14673.0,USD,10392710,1,195.0
id,20,TR-ID-900094,Offline,2025-11-09T22:32:45Z,14673.0,USD,0400026506553,1,228.0
id,21,TR-ID-900095,Offline,2025-12-01T07:11:55Z,1123.6,USD,0400026450096,1,680.0
id,21,TR-ID-900095,Offline,2025-12-01T07:11:55Z,1123.6,USD,24786541,1,103.6
id,21,TR-ID-900095,Offline,2025-12-01T07:11:55Z,1123.6,USD,18315334,1,340.0
id,24,TR-ID-900096,Offline,2026-06-29T16:56:04Z,7664.0,USD,13205690,1,269.0
id,24,TR-ID-900096,Offline,2026-06-29T16:56:04Z,7664.0,USD,0400026109659,1,6900.0
id,24,TR-ID-900096,Offline,2026-06-29T16:56:04Z,7664.0,USD,22788445,1,495.0
id,22,TR-ID-900097,Offline,2026-04-01T06:03:19Z,1110.0,USD,0400024607420,1,1110.0
id,4,TR-ID-900098,Offline,2025-08-30T12:46:37Z,1320.0,USD,21283292,1,595.0
id,4,TR-ID-900098,Offline,2025-08-30T12:46:37Z,1320.0,USD,0400017752240,1,725.0
id,26,TR-ID-900099,Offline,2026-03-30T15:03:23Z,623.0,USD,22958170,1,395.0
id,26,TR-ID-900099,Offline,2026-03-30T15:03:23Z,623.0,USD,0400026566858,1,228.0
id,3,TR-ID-900100,Offline,2026-06-05T17:05:52Z,2150.0,USD,0400025608472,1,980.0
id,3,TR-ID-900100,Offline,2026-06-05T17:05:52Z,2150.0,USD,21924704,1,650.0
id,3,TR-ID-900100,Offline,2026-06-05T17:05:52Z,2150.0,USD,0400001589504,1,520.0
id,19,TR-ID-900101,Offline,2025-10-18T11:32:22Z,267.0,USD,26586699,1,267.0
id,24,TR-ID-900102,Offline,2026-01-21T18:45:37Z,2898.0,USD,0400020902364,1,290.0
id,24,TR-ID-900102,Offline,2026-01-21T18:45:37Z,2898.0,USD,0400023051725,1,258.0
id,24,TR-ID-900102,Offline,2026-01-21T18:45:37Z,2898.0,USD,0400019370939,1,2350.0
id,9,TR-ID-900103,Offline,2026-04-28T22:58:58Z,85.0,USD,0400026492704,1,85.0
id,18,TR-ID-900104,Offline,2025-11-05T13:35:32Z,1030.0,USD,0400020769475,1,160.0
id,18,TR-ID-900104,Offline,2025-11-05T13:35:32Z,1030.0,USD,0400026718202,1,375.0
id,18,TR-ID-900104,Offline,2025-11-05T13:35:32Z,1030.0,USD,0400024606321,1,495.0
id,23,TR-ID-900105,Offline,2026-04-01T02:03:38Z,2988.0,USD,26332500,1,610.0
id,23,TR-ID-900105,Offline,2026-04-01T02:03:38Z,2988.0,USD,21400069,1,2200.0
id,23,TR-ID-900105,Offline,2026-04-01T02:03:38Z,2988.0,USD,26614478,1,178.0
id,29,TR-ID-900106,Offline,2025-11-11T10:09:17Z,620.0,USD,0400024812008,1,195.0
id,29,TR-ID-900106,Offline,2025-11-11T10:09:17Z,620.0,USD,21693293,1,425.0
id,16,TR-ID-900107,Offline,2025-10-24T10:40:40Z,595.0,USD,0400022774604,1,595.0
id,2,TR-ID-900108,Offline,2026-06-27T02:27:25Z,365.0,USD,0400026379429,1,365.0
id,6,TR-ID-900109,Offline,2025-09-30T11:44:43Z,4900.0,USD,26768749,1,4900.0
id,16,TR-ID-900110,Offline,2025-07-19T13:59:19Z,2886.0,USD,26683052,1,2550.0
id,16,TR-ID-900110,Offline,2025-07-19T13:59:19Z,2886.0,USD,0400025985040,1,336.0
id,3,TR-ID-900111,Offline,2026-03-16T02:31:31Z,835.0,USD,0400024701888,1,835.0
id,8,TR-ID-900112,Offline,2025-11-02T22:48:24Z,632.0,USD,24660330,1,70.0
id,8,TR-ID-900112,Offline,2025-11-02T22:48:24Z,632.0,USD,0400025067228,1,295.0
id,8,TR-ID-900112,Offline,2025-11-02T22:48:24Z,632.0,USD,0400025560204,1,267.0
id,19,TR-ID-900113,Offline,2026-05-06T10:44:33Z,2330.0,USD,14165541,1,1650.0
id,19,TR-ID-900113,Offline,2026-05-06T10:44:33Z,2330.0,USD,0400016753337,1,220.0
id,19,TR-ID-900113,Offline,2026-05-06T10:44:33Z,2330.0,USD,20530207,1,460.0
id,25,TR-ID-900114,Offline,2026-01-07T11:35:33Z,3020.0,USD,0400022953591,1,1170.0
id,25,TR-ID-900114,Offline,2026-01-07T11:35:33Z,3020.0,USD,19594440,1,1850.0
id,30,TR-ID-900115,Offline,2025-12-22T23:28:14Z,262.5,USD,0400022855019,1,171.5
id,30,TR-ID-900115,Offline,2025-12-22T23:28:14Z,262.5,USD,0400020555431,1,91.0
id,15,TR-ID-900116,Offline,2026-01-07T11:40:30Z,2740.0,USD,12882212,1,250.0
id,15,TR-ID-900116,Offline,2026-01-07T11:40:30Z,2740.0,USD,0400026844976,1,2490.0
id,28,TR-ID-900117,Offline,2025-08-06T08:37:46Z,829.0,USD,97855512,1,550.0
id,28,TR-ID-900117,Offline,2025-08-06T08:37:46Z,829.0,USD,0400025970298,1,279.0
id,6,TR-ID-900118,Offline,2026-05-13T03:01:18Z,2527.0,USD,0400026079678,1,327.0
id,6,TR-ID-900118,Offline,2026-05-13T03:01:18Z,2527.0,USD,23038572,1,2200.0
id,16,TR-ID-900119,Offline,2025-09-08T04:55:23Z,2800.0,USD,17505985,1,100.0
id,16,TR-ID-900119,Offline,2025-09-08T04:55:23Z,2800.0,USD,17302110,1,2700.0
id,2,TR-ID-900120,Offline,2026-03-09T00:02:01Z,1796.0,USD,0400022348597,1,88.0
id,2,TR-ID-900120,Offline,2026-03-09T00:02:01Z,1796.0,USD,26528770,1,1150.0
id,2,TR-ID-900120,Offline,2026-03-09T00:02:01Z,1796.0,USD,0400026890135,1,558.0
id,7,TR-ID-900121,Offline,2026-07-11T01:16:43Z,1810.0,USD,0400026640382,1,1090.0
id,7,TR-ID-900121,Offline,2026-07-11T01:16:43Z,1810.0,USD,0400020924096,1,425.0
id,7,TR-ID-900121,Offline,2026-07-11T01:16:43Z,1810.0,USD,0400026619357,1,295.0
id,15,TR-ID-900122,Offline,2026-06-09T00:54:46Z,761.3,USD,18504171,1,761.3
id,29,TR-ID-900123,Offline,2026-06-30T19:17:44Z,1240.0,USD,0400026176889,1,1240.0
id,7,TR-ID-900124,Offline,2026-01-27T01:45:21Z,1635.49,USD,16582038,1,349.0
id,7,TR-ID-900124,Offline,2026-01-27T01:45:21Z,1635.49,USD,0400026611668,1,1150.0
id,7,TR-ID-900124,Offline,2026-01-27T01:45:21Z,1635.49,USD,20362743,1,136.49
id,20,TR-ID-900125,Offline,2025-12-07T13:40:37Z,1157.0,USD,26178566,1,350.0
id,20,TR-ID-900125,Offline,2025-12-07T13:40:37Z,1157.0,USD,0400025976243,1,807.0
id,11,TR-ID-900126,Offline,2025-07-29T23:34:21Z,185.99,USD,22954019,1,185.99
id,21,TR-ID-900127,Offline,2025-11-29T11:02:46Z,1250.0,USD,24508836,1,590.0
id,21,TR-ID-900127,Offline,2025-11-29T11:02:46Z,1250.0,USD,0400026069310,1,660.0
id,19,TR-ID-900128,Offline,2026-04-27T22:03:43Z,505.0,USD,17071556,1,245.0
id,19,TR-ID-900128,Offline,2026-04-27T22:03:43Z,505.0,USD,97290964,1,100.0
id,19,TR-ID-900128,Offline,2026-04-27T22:03:43Z,505.0,USD,0400012460497,1,160.0
id,10,TR-ID-900129,Offline,2025-08-12T18:59:22Z,811.75,USD,22850213,1,321.75
id,10,TR-ID-900129,Offline,2025-08-12T18:59:22Z,811.75,USD,0400021721686,1,91.0
id,10,TR-ID-900129,Offline,2025-08-12T18:59:22Z,811.75,USD,0400023265177,1,399.0
id,12,TR-ID-900130,Offline,2025-09-07T23:04:16Z,217.59,USD,21151347,1,100.0
id,12,TR-ID-900130,Offline,2025-09-07T23:04:16Z,217.59,USD,22807485,1,117.59
id,4,TR-ID-900131,Offline,2025-07-25T03:21:21Z,845.0,USD,0400026994889,1,750.0
id,4,TR-ID-900131,Offline,2025-07-25T03:21:21Z,845.0,USD,20326011,1,95.0
id,8,TR-ID-900132,Offline,2026-07-05T02:30:23Z,980.0,USD,24657615,1,285.0
id,8,TR-ID-900132,Offline,2026-07-05T02:30:23Z,980.0,USD,0400022231248,1,695.0
id,19,TR-ID-900133,Offline,2026-05-09T22:30:03Z,815.0,USD,26484470,1,220.0
id,19,TR-ID-900133,Offline,2026-05-09T22:30:03Z,815.0,USD,26312505,1,595.0
id,21,TR-ID-900134,Offline,2026-03-20T16:05:21Z,359.6,USD,0400021527721,1,110.6
id,21,TR-ID-900134,Offline,2026-03-20T16:05:21Z,359.6,USD,25618624,1,249.0
id,15,TR-ID-900135,Offline,2025-10-15T23:33:58Z,120.0,USD,24399055,1,120.0
id,7,TR-ID-900136,Offline,2026-06-30T08:45:18Z,1607.5,USD,0400026423996,1,1420.0
